purchase_id,customer_id,product_id,offer_id,purchase_date,purchase_time,item_count,total_amount,discount_applied,payment_method,device_type,purchase_channel,status
850,623,49,982,2024-08-21,18:45:00,3,2432.92,99.32,Cash,Mobile,In-store,Refunded
851,717,123,706,2023-11-12,3:25:10,3,1963.8,74.33,Cash,Tablet,Web,Failed
852,463,26,672,2024-05-12,19:46:44,6,3069.43,188.29,Cash,Mobile,In-store,Refunded
853,377,13,878,2023-09-13,6:51:11,10,4089.22,86.35,Wallet,Mobile,In-store,Failed
854,888,135,117,2024-07-22,19:15:44,8,4584.59,60.96,Wallet,Mobile,In-store,Failed
855,678,130,765,2024-12-20,16:17:28,5,120.1,181.96,Cash,Tablet,In-store,Failed
856,790,100,443,2025-01-10,10:36:02,1,3969.06,384.01,Cash,Mobile,Web,Refunded
857,662,166,893,2025-04-21,14:47:37,5,1847.46,101.8,Wallet,Mobile,App,Refunded
858,781,60,305,2024-12-09,4:09:29,4,4742.04,458.48,Wallet,Tablet,In-store,Completed
859,22,103,603,2025-04-11,18:23:35,4,3903.2,188.66,Wallet,Desktop,In-store,Failed
860,515,163,957,2025-02-04,3:54:51,2,2394.1,418.01,Cash,Desktop,Web,Failed
861,244,51,568,2025-02-08,9:50:01,3,4837.28,273.69,Cash,Tablet,Web,Completed
862,936,92,487,2023-10-06,17:37:20,10,4846.89,130.06,Wallet,Tablet,In-store,Failed
863,929,98,200,2024-02-26,6:48:27,8,4787.64,188.14,NetBanking,Desktop,App,Completed
864,724,92,714,2024-04-23,8:08:40,2,613.57,333.5,Credit Card,Mobile,In-store,Refunded
865,81,40,711,2025-05-24,17:57:01,6,784.5,192.12,Wallet,Desktop,In-store,Refunded
866,346,162,20,2025-07-09,2:42:11,10,1810.2,128.37,Wallet,Desktop,In-store,Failed
867,587,147,2,2025-05-01,10:28:13,9,407.32,238.64,Wallet,Tablet,App,Failed
868,216,67,220,2024-02-11,21:51:49,10,503.69,411.8,UPI,Mobile,App,Completed
869,644,91,680,2024-12-14,6:54:14,4,4606.24,24.97,UPI,Mobile,In-store,Failed
870,677,176,505,2025-05-24,16:59:00,3,4798.05,138.98,Cash,Mobile,App,Failed
871,728,198,726,2024-03-20,3:03:01,8,1216.66,445.28,UPI,Mobile,Web,Refunded
872,738,97,63,2025-06-24,6:52:56,8,1637.79,105.27,Cash,Mobile,Web,Refunded
873,998,145,872,2024-09-21,15:37:03,10,2951.9,367.02,Credit Card,Desktop,Web,Refunded
874,152,29,892,2025-03-26,9:12:12,2,477.92,392.92,Wallet,Desktop,Web,Refunded
875,51,115,374,2023-12-12,16:46:57,5,4612.5,363.61,NetBanking,Desktop,In-store,Completed
876,71,34,736,2024-09-01,14:28:33,1,985.82,232.21,Cash,Tablet,App,Refunded
877,30,137,584,2024-12-18,22:54:39,7,3525.41,351,Wallet,Mobile,App,Refunded
878,443,98,480,2023-08-24,15:19:16,7,1864.28,154.07,Credit Card,Desktop,In-store,Completed
879,700,122,538,2025-03-03,23:05:41,4,1162.31,251.58,Cash,Desktop,In-store,Refunded
880,830,78,688,2024-06-05,20:58:39,4,4246.81,393.7,Wallet,Mobile,Web,Completed
881,748,190,375,2024-05-17,20:01:08,6,3035.63,387.33,Credit Card,Tablet,App,Failed
882,98,52,456,2023-12-20,7:16:13,4,3838.67,275.52,Wallet,Desktop,App,Failed
883,402,75,606,2025-07-19,21:01:36,4,2053.24,399.87,UPI,Desktop,In-store,Completed
884,925,154,372,2025-02-03,9:30:28,3,2775.11,424.04,Credit Card,Tablet,In-store,Completed
885,906,114,708,2025-03-17,17:48:06,10,1192.95,142.72,NetBanking,Desktop,Web,Failed
886,55,152,306,2024-02-08,13:54:07,10,3827.4,460.59,NetBanking,Tablet,Web,Failed
887,736,119,463,2025-02-25,11:54:27,9,2185.81,273.47,Cash,Mobile,App,Completed
888,283,104,265,2023-10-06,21:34:58,10,3668.59,9.59,NetBanking,Desktop,In-store,Refunded
889,481,114,893,2023-12-12,23:51:05,5,4729.79,415.8,Credit Card,Desktop,In-store,Refunded
890,420,152,506,2024-06-02,18:44:46,1,2760.2,252.61,Cash,Mobile,Web,Refunded
891,22,113,59,2025-02-19,3:43:19,9,2124.01,94.27,Wallet,Mobile,App,Failed
892,874,185,177,2024-04-16,12:05:34,9,1873.16,236.53,NetBanking,Mobile,Web,Refunded
893,819,21,72,2023-07-23,1:58:42,6,461.24,340.12,Credit Card,Mobile,App,Failed
894,882,59,975,2023-12-19,12:32:35,3,1352.91,312.46,Credit Card,Desktop,In-store,Completed
895,900,195,235,2024-01-05,19:23:36,5,625.87,196.88,Credit Card,Tablet,In-store,Refunded
896,417,106,202,2024-07-13,17:35:12,9,2951.67,250.71,Wallet,Mobile,App,Failed
897,936,192,458,2025-02-05,11:12:13,9,863.2,92.28,Wallet,Mobile,In-store,Refunded
898,675,115,139,2025-05-20,15:27:38,6,2245.22,397.84,Cash,Mobile,Web,Refunded
899,88,16,581,2025-01-12,18:40:21,7,3142.01,478.92,Cash,Desktop,Web,Failed
900,81,120,158,2024-10-23,4:38:11,2,148.79,437.54,Credit Card,Tablet,Web,Completed
901,53,113,86,2024-11-28,9:52:18,8,4992.58,449.79,Cash,Tablet,Web,Completed
902,737,103,355,2024-05-05,3:12:40,9,1903.28,289.14,Wallet,Mobile,In-store,Failed
903,968,156,974,2024-10-01,13:02:41,1,4120.67,72.47,Cash,Desktop,App,Refunded
904,332,55,487,2024-09-18,15:56:33,3,4095.62,188.72,NetBanking,Mobile,Web,Completed
905,564,194,329,2023-07-29,23:52:10,6,4386.15,230.75,Credit Card,Desktop,In-store,Completed
906,374,136,549,2023-12-31,3:46:04,8,186.22,152.51,UPI,Tablet,App,Refunded
907,183,190,563,2023-08-08,16:10:36,3,2792.75,215.3,Credit Card,Tablet,App,Completed
908,516,40,845,2024-11-06,17:33:39,9,4427.3,490.44,Wallet,Mobile,Web,Completed
909,935,154,373,2025-04-18,10:13:44,2,3608.65,310.52,Wallet,Desktop,In-store,Completed
910,750,167,789,2024-09-14,20:26:31,3,583.91,499.21,Wallet,Desktop,In-store,Failed
911,636,185,109,2025-05-14,15:43:13,4,607.86,185.52,Wallet,Desktop,App,Failed
912,615,7,184,2023-09-23,2:56:44,6,1753.17,305.2,NetBanking,Tablet,Web,Refunded
913,245,155,538,2023-10-18,15:19:01,9,136.56,98.61,Cash,Tablet,App,Refunded
914,340,173,980,2025-01-14,3:15:56,10,2769.78,151.43,Cash,Tablet,Web,Failed
915,11,113,909,2023-08-01,15:59:54,8,3185.95,165.95,Cash,Tablet,Web,Failed
916,229,48,287,2023-09-07,6:41:23,10,3751.88,434.76,NetBanking,Mobile,App,Failed
917,457,85,707,2024-05-05,9:08:30,4,1564.23,170.67,Cash,Desktop,App,Refunded
918,821,117,991,2024-09-17,0:13:33,7,2137.78,491.94,Wallet,Desktop,Web,Completed
919,521,126,137,2024-04-06,10:37:53,7,3907.04,327.8,Wallet,Tablet,In-store,Refunded
920,469,107,426,2024-11-14,7:49:29,3,3921.85,162.67,Cash,Tablet,App,Failed
921,737,142,392,2025-02-23,19:21:33,6,3014.01,80,Cash,Desktop,Web,Failed
922,427,199,879,2023-09-24,12:44:49,6,1856.04,466.76,UPI,Tablet,Web,Failed
923,711,113,365,2023-11-05,2:37:17,8,494.7,477.65,Cash,Mobile,In-store,Completed
924,183,95,630,2024-05-09,19:55:28,6,2832.87,190.36,Cash,Tablet,In-store,Completed
925,643,29,400,2025-04-14,0:10:43,5,3850.63,57.46,Credit Card,Tablet,App,Completed
926,165,135,548,2024-10-06,18:49:33,8,511.56,499.09,NetBanking,Tablet,App,Failed
927,581,93,463,2025-05-07,7:17:46,1,1513.53,313.47,Credit Card,Desktop,App,Failed
928,906,124,162,2025-03-14,15:10:33,5,3461.83,222.08,UPI,Mobile,Web,Failed
929,194,105,373,2023-12-15,3:03:13,2,1989.49,251.53,UPI,Mobile,In-store,Refunded
930,375,199,312,2024-04-28,0:42:54,5,1649.07,149.86,NetBanking,Desktop,App,Refunded
931,906,122,550,2023-08-26,7:47:05,10,155.42,246.64,UPI,Mobile,Web,Refunded
932,870,108,951,2023-11-27,11:35:14,7,2027.9,468.8,NetBanking,Mobile,Web,Completed
933,649,38,960,2025-05-28,1:31:05,5,932.58,426.98,Credit Card,Tablet,App,Refunded
934,761,8,773,2025-06-23,3:48:42,5,2938.28,353.76,Wallet,Mobile,In-store,Failed
935,958,112,795,2023-12-07,14:50:23,8,4778.99,338.66,NetBanking,Tablet,App,Refunded
936,148,101,616,2025-07-04,21:55:01,3,687.12,421.21,NetBanking,Desktop,Web,Failed
937,60,71,635,2025-05-29,4:48:31,3,3239.68,369.66,NetBanking,Desktop,App,Completed
938,54,136,464,2023-10-28,1:21:03,3,4270.87,130.53,Wallet,Tablet,Web,Failed
939,51,79,429,2023-10-06,18:51:59,6,2442.75,161.27,Wallet,Mobile,Web,Failed
940,271,97,173,2024-01-28,2:49:51,7,689.73,175.43,Cash,Tablet,Web,Completed
941,813,15,143,2024-04-17,7:38:39,7,4690.67,376.4,Credit Card,Tablet,App,Failed
942,117,67,285,2025-05-31,8:34:03,9,4684.86,112.47,NetBanking,Tablet,App,Failed
943,31,76,503,2024-02-21,9:35:31,1,2697.3,414.57,UPI,Desktop,Web,Failed
944,845,1,533,2025-02-19,5:16:07,4,3051.3,363.77,Wallet,Desktop,Web,Refunded
945,182,115,152,2023-09-03,16:54:04,10,677.06,376.25,Credit Card,Desktop,App,Completed
946,529,165,702,2023-11-06,5:36:12,8,4501.9,50.65,Cash,Desktop,App,Refunded
947,845,15,891,2025-01-07,0:46:46,3,829.16,289.26,Cash,Tablet,In-store,Completed
948,336,168,856,2025-06-28,1:08:19,1,4932.64,445.54,UPI,Desktop,Web,Completed
949,741,198,140,2024-06-04,18:48:16,1,3159.88,363.65,Cash,Desktop,Web,Failed
950,396,146,883,2025-05-16,10:20:01,1,2748.25,468.13,Wallet,Mobile,App,Refunded
951,52,166,332,2025-02-28,9:07:25,10,3727.72,493.6,Credit Card,Tablet,In-store,Completed
952,768,10,694,2023-11-11,3:47:46,4,102.09,272.77,Credit Card,Desktop,In-store,Completed
953,822,183,817,2024-04-16,9:07:38,10,4315.32,107.38,Credit Card,Mobile,Web,Refunded
954,209,192,872,2024-04-07,12:43:18,3,1697.8,89.32,Wallet,Desktop,In-store,Completed
955,895,13,886,2025-01-16,16:46:56,10,4351.25,265.35,UPI,Tablet,Web,Failed
956,810,78,207,2024-04-09,23:18:16,3,2989.4,37.02,NetBanking,Mobile,In-store,Failed
957,344,85,226,2024-10-05,15:46:57,5,858.93,210.16,Wallet,Mobile,In-store,Completed
958,155,142,972,2025-03-09,11:10:14,2,983.64,391.38,Credit Card,Tablet,In-store,Completed
959,387,149,85,2023-09-15,6:45:25,4,2893.83,216.4,Wallet,Desktop,In-store,Completed
960,537,190,390,2023-07-26,23:18:37,7,1108.85,351.85,Wallet,Mobile,Web,Refunded
961,691,65,881,2023-10-20,6:47:06,1,3428.95,422.67,UPI,Mobile,Web,Refunded
962,458,182,300,2024-09-18,5:50:40,7,137.82,58.09,Wallet,Mobile,Web,Failed
963,309,133,179,2025-01-19,0:21:36,2,4132.22,268.37,NetBanking,Desktop,App,Completed
964,952,140,484,2025-06-11,1:48:49,9,710.77,495.75,UPI,Tablet,In-store,Failed
965,236,200,110,2024-09-24,0:39:03,1,647.11,374.97,NetBanking,Mobile,App,Failed
966,615,9,898,2023-08-06,13:47:37,8,2379.69,433.23,UPI,Desktop,App,Failed
967,455,152,942,2025-04-20,9:16:55,6,1786.39,136.47,Credit Card,Desktop,In-store,Completed
968,375,72,91,2025-05-15,23:53:43,1,917.88,62.7,Credit Card,Desktop,In-store,Refunded
969,534,75,573,2025-03-01,22:23:22,1,4275.54,260.18,UPI,Desktop,App,Failed
970,598,53,182,2024-04-25,1:26:02,7,3379.52,192.23,NetBanking,Mobile,In-store,Failed
971,979,114,832,2024-06-27,18:04:46,8,4680.25,458.73,NetBanking,Mobile,App,Completed
972,542,166,950,2025-05-31,11:45:59,2,2134.99,108.33,Wallet,Tablet,Web,Refunded
973,366,65,354,2024-08-03,20:14:13,9,1024.57,129.64,Wallet,Tablet,App,Failed
974,837,100,548,2025-01-29,23:43:51,3,3590.71,459.32,UPI,Mobile,Web,Completed
975,911,121,537,2024-02-05,6:39:15,10,2254.11,357.48,Credit Card,Tablet,In-store,Failed
976,711,91,950,2024-07-13,6:02:56,2,193.11,108.36,Credit Card,Tablet,In-store,Failed
977,616,65,193,2023-08-14,20:40:58,2,3236.37,199.48,NetBanking,Tablet,App,Refunded
978,394,111,501,2024-05-21,1:33:38,8,1654.17,223.35,UPI,Mobile,Web,Refunded
979,764,4,925,2024-12-20,3:56:40,4,4638.12,56.35,Cash,Desktop,Web,Refunded
980,974,34,597,2025-02-11,22:38:13,5,3692.02,183.28,NetBanking,Mobile,Web,Failed
981,928,27,496,2025-07-02,4:22:46,2,2432.55,119.36,Cash,Mobile,App,Failed
982,940,6,642,2024-03-28,11:41:15,9,1202.28,189.49,UPI,Tablet,Web,Failed
983,532,142,677,2024-04-29,22:25:19,3,2346.85,495.9,Cash,Desktop,Web,Refunded
984,481,131,573,2025-04-19,11:15:10,6,4675.97,56.75,UPI,Desktop,In-store,Failed
985,159,73,900,2024-10-01,2:27:08,4,3540.55,449.17,Credit Card,Tablet,Web,Refunded
986,689,133,183,2025-06-16,2:14:41,6,4729.43,111.91,Credit Card,Tablet,Web,Completed
987,901,81,135,2025-05-22,9:58:09,9,2093.69,5.66,Credit Card,Mobile,App,Refunded
988,720,192,652,2025-07-03,9:18:31,1,980.72,143.81,UPI,Desktop,In-store,Completed
989,841,29,66,2025-03-06,16:28:35,6,2383.49,494.6,Cash,Desktop,In-store,Completed
990,193,120,533,2024-03-14,18:12:56,10,2329.09,471.85,Wallet,Desktop,Web,Refunded
991,460,94,976,2024-11-28,14:49:53,5,1328.68,325.73,Wallet,Desktop,Web,Completed
992,280,13,208,2025-04-23,1:47:20,10,2174.09,148.04,NetBanking,Mobile,In-store,Completed
993,208,166,824,2024-01-01,1:47:13,10,1912.8,301.56,Credit Card,Tablet,App,Refunded
994,387,178,743,2025-06-15,22:19:18,10,4099.19,11.64,Cash,Mobile,Web,Completed
995,975,121,20,2025-03-24,15:51:27,5,4598.59,463.31,NetBanking,Tablet,Web,Failed
996,94,173,145,2024-04-07,8:20:06,4,1620.94,363.84,NetBanking,Desktop,In-store,Failed
997,708,172,105,2025-01-17,18:33:20,4,4224.19,157.85,Credit Card,Desktop,In-store,Completed
998,26,31,507,2024-12-19,0:29:18,5,3831.24,246.69,Cash,Mobile,Web,Refunded
999,708,170,366,2025-03-28,0:10:25,3,1519.22,12.49,NetBanking,Mobile,Web,Failed
1000,127,125,380,2025-03-20,12:31:54,4,258.23,489.11,Credit Card,Tablet,App,Refunded
1001,224,194,879,2023-08-23,22:09:48,7,1773.31,69.3,Wallet,Mobile,Web,Completed
1002,530,83,689,2024-03-31,11:05:00,2,3538.03,364.22,UPI,Tablet,App,Refunded
1003,828,118,42,2024-03-08,15:48:30,10,718,215.74,Wallet,Mobile,Web,Refunded
1004,143,146,937,2024-11-09,7:53:25,9,2046.87,230.88,NetBanking,Tablet,Web,Refunded
1005,721,6,258,2024-04-30,9:55:24,10,4397.97,244.34,NetBanking,Desktop,In-store,Completed
1006,338,77,18,2025-06-23,1:04:00,9,4921.03,66.37,Credit Card,Tablet,In-store,Completed
1007,896,72,730,2024-06-27,3:44:58,5,532.19,240.61,Cash,Desktop,In-store,Completed
1008,422,70,213,2024-09-15,6:23:20,5,3766.18,173.18,UPI,Mobile,App,Refunded
1009,855,126,405,2025-05-14,17:03:06,1,4653.75,188.33,Cash,Tablet,In-store,Completed
1010,547,156,823,2024-12-13,21:50:38,1,1325.39,445.9,NetBanking,Tablet,App,Refunded
1011,365,16,157,2024-01-11,22:29:14,2,1931.38,417.19,Cash,Desktop,Web,Completed
1012,239,126,753,2023-07-24,11:45:13,4,4309.52,15.4,NetBanking,Tablet,In-store,Refunded
1013,574,192,991,2024-01-22,15:18:18,1,2901.56,227.22,Cash,Tablet,App,Failed
1014,480,12,364,2024-06-28,9:41:39,8,1041.02,341.6,NetBanking,Desktop,Web,Completed
1015,997,90,124,2024-01-20,1:39:14,8,4198.41,185.32,Credit Card,Desktop,In-store,Failed
1016,365,42,942,2023-12-22,1:04:10,6,2661.84,203.2,Wallet,Desktop,Web,Refunded
1017,726,86,373,2023-10-29,21:02:18,6,2668.54,280.52,Wallet,Desktop,Web,Refunded
1018,234,177,304,2025-05-25,2:52:09,9,3996.3,190.39,Credit Card,Mobile,App,Refunded
1019,147,194,478,2024-02-28,13:43:30,6,4600.27,101.52,UPI,Tablet,In-store,Failed
1020,187,127,522,2024-02-03,8:38:34,7,246.19,214.64,Wallet,Tablet,App,Completed
1021,231,17,905,2025-07-16,21:45:40,7,2891.96,80.4,NetBanking,Tablet,In-store,Completed
1022,718,196,799,2024-04-13,15:11:38,3,2034.45,444.59,UPI,Tablet,App,Refunded
1023,183,27,488,2024-06-11,9:52:12,10,4837.38,430.5,NetBanking,Mobile,Web,Failed
1024,664,21,665,2024-03-21,6:24:43,5,1775.87,437.44,UPI,Tablet,App,Failed
1025,706,11,515,2025-05-17,22:09:15,2,3906.05,60.4,Cash,Mobile,App,Failed
1026,408,147,127,2025-05-26,3:04:21,3,1974.61,235.63,Wallet,Mobile,Web,Refunded
1027,874,72,228,2023-10-24,6:51:12,6,3993.63,300.7,Cash,Desktop,In-store,Failed
1028,266,102,364,2024-03-24,19:42:21,2,2698.53,337.64,Credit Card,Tablet,In-store,Completed
1029,812,131,157,2024-06-02,11:50:01,3,2508.91,110.11,Credit Card,Mobile,In-store,Completed
1030,286,145,757,2024-02-07,16:58:43,8,370.84,347.26,Wallet,Tablet,App,Failed
1031,902,61,546,2025-02-26,9:16:34,3,4826.52,163.92,Wallet,Tablet,In-store,Completed
1032,661,152,585,2025-01-18,15:24:06,9,3576.14,371.86,Cash,Mobile,App,Failed
1033,491,150,502,2025-04-05,12:20:54,4,1694.63,280.57,UPI,Tablet,Web,Failed
1034,717,170,907,2024-07-18,8:32:14,4,4846.16,266.73,Credit Card,Desktop,App,Refunded
1035,354,33,461,2024-10-05,4:31:10,8,1567.16,242.26,Credit Card,Desktop,Web,Failed
1036,762,76,402,2025-04-30,20:39:33,6,4607.37,291.01,NetBanking,Tablet,Web,Completed
1037,501,110,382,2024-02-13,17:20:43,4,3755.82,181.74,UPI,Desktop,In-store,Completed
1038,79,187,816,2025-05-02,8:00:58,1,3262.03,381.97,NetBanking,Mobile,In-store,Completed
1039,342,26,70,2025-06-13,14:19:00,6,802.04,84.91,Wallet,Desktop,In-store,Refunded
1040,708,103,259,2024-07-13,7:32:22,6,2969.61,346.75,Wallet,Tablet,Web,Completed
1041,220,186,321,2025-04-07,13:51:58,2,213.3,400.39,Cash,Mobile,App,Completed
1042,469,112,214,2025-03-12,6:10:38,3,1403.34,278.93,UPI,Mobile,Web,Completed
1043,198,42,572,2024-10-02,12:34:20,4,3521.67,212.98,UPI,Desktop,Web,Refunded
1044,615,108,465,2023-11-07,10:24:13,8,1579.53,236.49,NetBanking,Tablet,Web,Refunded
1045,970,60,601,2025-04-26,11:19:56,2,4413.33,196.16,Credit Card,Tablet,Web,Completed
1046,454,146,490,2024-02-20,14:07:22,5,3233.09,369.2,UPI,Tablet,In-store,Completed
1047,3,55,454,2024-09-10,3:40:00,7,167.39,313.21,Credit Card,Desktop,In-store,Failed
1048,582,146,906,2025-03-16,8:02:17,10,4063.93,488.5,Credit Card,Mobile,Web,Completed
1049,883,28,310,2024-06-29,18:21:30,4,4218.32,151.8,Wallet,Desktop,Web,Refunded
1050,909,173,874,2024-11-03,3:49:41,4,755.5,204.27,Credit Card,Desktop,App,Failed
1051,499,74,935,2024-07-12,18:44:48,9,2153.33,243.64,UPI,Tablet,In-store,Refunded
1052,839,158,859,2024-07-10,14:41:11,8,763.37,272.01,Credit Card,Tablet,Web,Refunded
1053,851,148,182,2024-11-04,1:28:31,7,4025.47,430.11,Credit Card,Desktop,In-store,Failed
1054,239,96,115,2023-09-14,22:21:37,1,2666.37,19.2,Wallet,Desktop,Web,Failed
1055,647,92,133,2025-03-30,2:30:25,6,2428.15,484.68,Cash,Desktop,Web,Refunded
1056,100,21,38,2024-09-27,5:35:33,2,576,333.1,NetBanking,Mobile,In-store,Completed
1057,47,83,717,2025-04-29,19:25:39,6,3109.34,163.65,Wallet,Mobile,In-store,Failed
1058,655,192,889,2024-05-14,10:34:03,9,4488.07,241.63,Wallet,Mobile,In-store,Completed
1059,277,165,19,2023-12-26,13:58:18,8,713.76,405.86,Cash,Tablet,App,Failed
1060,354,74,206,2023-11-07,10:39:10,6,671.94,94.49,Credit Card,Mobile,App,Refunded
1061,681,4,280,2023-09-13,19:53:15,7,2800.87,390.12,Cash,Tablet,Web,Completed
1062,150,151,881,2023-11-30,12:07:58,8,2656.79,97.18,NetBanking,Mobile,App,Completed
1063,439,63,510,2025-04-05,23:34:14,3,1941.54,64.56,Cash,Desktop,App,Failed
1064,872,170,278,2024-07-26,21:15:09,9,1151.48,460.12,UPI,Mobile,App,Refunded
1065,41,152,13,2024-10-04,13:28:02,6,1451.47,265.49,NetBanking,Mobile,In-store,Refunded
1066,809,163,954,2024-01-03,17:15:43,10,4113.62,129.8,Cash,Desktop,Web,Refunded
1067,313,9,638,2025-05-04,15:14:10,10,2727.57,289.35,UPI,Mobile,Web,Completed
1068,110,184,357,2024-08-01,18:28:01,5,2841.47,138.73,Wallet,Tablet,Web,Failed
1069,401,161,788,2024-03-12,13:42:55,8,4452,272.18,NetBanking,Desktop,In-store,Completed
1070,82,190,786,2024-01-22,3:32:36,6,2864.59,440.23,UPI,Mobile,App,Refunded
1071,191,57,105,2024-05-27,7:08:44,7,917.12,360.41,Cash,Tablet,Web,Failed
1072,558,16,564,2024-07-31,4:32:22,7,2498.44,476.74,UPI,Desktop,App,Failed
1073,341,53,63,2025-05-03,0:25:58,5,1627.11,271.69,Wallet,Mobile,App,Completed
1074,82,184,336,2024-06-18,4:30:14,4,1655.16,345.39,UPI,Desktop,Web,Refunded
1075,876,48,509,2024-09-04,22:35:36,10,4922.07,438.22,Credit Card,Tablet,In-store,Completed
1076,890,114,991,2025-05-02,21:49:33,9,1644.26,393.56,Wallet,Tablet,App,Refunded
1077,544,44,324,2025-03-04,5:30:12,7,1477.72,420.4,NetBanking,Mobile,In-store,Completed
1078,939,76,259,2025-05-29,17:29:14,4,1449.8,301.8,UPI,Tablet,App,Refunded
1079,416,182,702,2024-05-07,10:10:31,1,3805.29,17.43,UPI,Mobile,App,Failed
1080,488,99,827,2025-04-25,17:43:49,2,966.93,477.44,Wallet,Mobile,App,Refunded
1081,194,146,396,2024-11-21,0:54:45,8,492.3,173.11,UPI,Mobile,Web,Completed
1082,870,144,249,2025-06-07,18:15:37,1,2682.22,84.03,NetBanking,Mobile,Web,Failed
1083,392,42,885,2025-04-22,9:33:27,4,2967.68,464.88,Credit Card,Desktop,App,Failed
1084,689,5,361,2024-01-13,1:04:42,10,4169.89,232.05,NetBanking,Desktop,Web,Completed
1085,181,171,884,2023-08-08,6:59:20,2,3979.43,480.03,Cash,Desktop,In-store,Completed
1086,739,104,983,2024-02-29,3:50:47,3,4926.24,132.75,UPI,Desktop,Web,Refunded
1087,631,25,960,2024-03-21,21:08:57,8,401.13,289.58,Credit Card,Mobile,App,Refunded
1088,870,68,52,2024-12-19,12:26:14,5,1283.17,350.07,Cash,Mobile,In-store,Refunded
1089,98,32,968,2023-09-29,17:27:06,1,625.42,262.7,NetBanking,Mobile,App,Completed
1090,776,46,610,2024-10-26,21:51:08,6,838.46,43.16,Credit Card,Desktop,In-store,Failed
1091,548,150,331,2025-07-04,12:10:05,10,448.87,35.36,Credit Card,Desktop,In-store,Failed
1092,438,40,582,2025-06-14,14:29:08,1,2932.29,40.82,Credit Card,Tablet,In-store,Refunded
1093,394,79,791,2025-02-15,11:36:10,7,691.97,173.83,Wallet,Tablet,Web,Failed
1094,597,153,638,2024-12-20,14:31:52,9,4079.03,226.28,UPI,Tablet,In-store,Refunded
1095,339,4,485,2024-07-21,15:13:47,10,1754.78,468.95,Cash,Tablet,Web,Refunded
1096,49,184,265,2023-10-09,12:00:34,5,1266.14,201.58,NetBanking,Tablet,Web,Refunded
1097,159,149,730,2025-06-28,1:26:29,10,4330.39,303.36,Credit Card,Mobile,Web,Refunded
1098,647,113,555,2024-08-19,19:03:43,1,4931.41,35.59,Wallet,Desktop,Web,Failed
1099,143,163,184,2024-10-25,8:40:40,1,2580.1,162.85,Cash,Desktop,Web,Refunded
1100,273,98,510,2025-05-13,22:06:06,6,1662.53,137.56,Cash,Desktop,In-store,Failed
1101,894,198,516,2025-05-27,22:39:05,3,3721.5,30.64,Wallet,Mobile,Web,Refunded
1102,974,154,625,2025-07-03,18:16:08,1,3230.62,423.38,Credit Card,Desktop,Web,Failed
1103,2,127,737,2024-06-16,23:58:24,8,3888.65,459.47,NetBanking,Tablet,Web,Refunded
1104,613,106,954,2025-03-28,2:51:26,6,2252.43,100.46,Cash,Mobile,App,Completed
1105,399,15,595,2024-10-14,6:16:55,10,1574.05,300.81,NetBanking,Mobile,In-store,Failed
1106,101,71,777,2025-04-14,11:41:59,2,3733.73,312.63,Cash,Tablet,App,Failed
1107,190,49,340,2025-02-15,12:34:58,1,3308.21,230.8,UPI,Tablet,App,Refunded
1108,242,119,527,2024-08-31,22:40:53,1,4047.84,48.62,Credit Card,Mobile,Web,Completed
1109,637,14,511,2023-09-19,18:33:45,6,1309.5,397.35,Credit Card,Tablet,Web,Completed
1110,261,1,167,2024-11-27,12:28:30,6,2532.61,423.75,Wallet,Desktop,In-store,Refunded
1111,519,74,519,2024-09-18,14:24:56,1,1936.66,495.28,Cash,Desktop,Web,Completed
1112,691,193,982,2024-06-27,6:15:13,3,892.69,414.31,Credit Card,Desktop,App,Completed
1113,343,166,1,2024-06-17,3:07:27,9,3909.1,485.37,NetBanking,Tablet,App,Refunded
1114,478,139,859,2024-10-27,7:59:52,10,678.51,419.87,Credit Card,Mobile,App,Completed
1115,150,8,75,2025-04-26,12:22:50,4,4940.51,149.59,NetBanking,Mobile,In-store,Refunded
1116,420,150,984,2024-02-26,21:49:15,10,4501.22,220.38,Cash,Desktop,Web,Completed
1117,74,44,13,2023-12-16,15:28:08,8,4219.46,234.14,Wallet,Mobile,App,Failed
1118,867,124,664,2025-02-20,10:37:46,9,3609.03,67.67,Wallet,Tablet,App,Completed
1119,590,167,763,2025-02-13,8:11:43,2,4216.82,290.92,NetBanking,Desktop,App,Failed
1120,750,121,910,2024-01-15,23:39:33,6,2324.07,323.37,Cash,Tablet,Web,Refunded
1121,95,179,68,2023-09-14,5:55:41,5,3362.09,153.21,Cash,Mobile,Web,Failed
1122,162,193,766,2025-05-20,15:17:36,6,2934.06,116.59,NetBanking,Mobile,Web,Refunded
1123,715,35,212,2024-08-12,22:10:36,1,1521.11,23.02,NetBanking,Tablet,App,Refunded
1124,933,79,424,2024-01-01,3:16:26,4,1037.61,47.1,UPI,Tablet,In-store,Completed
1125,604,87,647,2023-10-22,3:06:15,9,4801.12,22.4,Credit Card,Tablet,In-store,Completed
1126,990,150,581,2023-12-02,14:40:50,2,2543.69,11.5,Credit Card,Tablet,Web,Completed
1127,625,162,854,2024-03-02,17:37:26,3,3567.45,338.9,Wallet,Desktop,Web,Completed
1128,773,128,406,2025-05-29,3:56:14,4,1206.81,497.62,NetBanking,Tablet,In-store,Completed
1129,176,62,709,2024-12-07,14:08:13,6,1650.6,139.16,Credit Card,Tablet,In-store,Completed
