offer_id,offer_title,offer_type,category,discount_percent,valid_from,valid_till,usage_limit,offer_channel,terms
756,Electronics-5923,LoyaltyPoints,Electronics,7.38,2023-12-27,2025-10-30,769,App,Look simply box traditional bill fast plan.
757,Entertainment-3543,Cashback,Food,12.15,2024-01-30,2025-07-20,864,App,Check wall whom site together article stage.
758,Food-4938,Cashback,Electronics,21.34,2023-08-07,2025-04-22,553,App,Suffer bad there lose.
759,Travel-7340,LoyaltyPoints,Food,37.79,2024-01-08,2025-08-17,610,Email,Car evening maybe lose back.
760,Entertainment-3818,Coupon,Travel,6.77,2025-03-11,2025-07-14,492,App,Trouble want chance skill partner country field.
761,Food-5595,Coupon,Entertainment,38.44,2025-07-07,2025-11-22,469,App,Option friend side plan.
762,Fashion-3240,Cashback,Entertainment,37.03,2025-06-01,2026-01-03,526,Website,Time number race every art game.
763,Electronics-3342,Cashback,Fashion,10.79,2025-05-08,2025-11-10,989,App,When rest shoulder back garden according structure.
764,Travel-7326,Discount,Food,26.07,2025-03-27,2025-09-20,589,SMS,Improve factor toward police.
765,Travel-6177,LoyaltyPoints,Food,15.64,2024-06-11,2025-10-01,786,App,Weight learn prepare.
766,Travel-1776,Coupon,Electronics,30.36,2024-04-18,2025-12-04,136,Email,Sit candidate western hear situation.
767,Travel-7963,Coupon,Travel,25.32,2024-12-27,2025-05-03,57,Website,No physical require sing trade put general.
768,Food-2061,LoyaltyPoints,Electronics,9.37,2025-01-22,2025-02-08,499,SMS,Recently personal north probably space work.
769,Electronics-2933,Coupon,Travel,18.8,2024-12-14,2025-03-16,337,SMS,Yeah resource but his.
770,Electronics-9975,Coupon,Food,31.49,2025-03-06,2025-03-12,857,Website,Yes follow whatever worker thank.
771,Entertainment-7437,Cashback,Electronics,24.87,2025-07-08,2025-08-17,485,Website,Candidate somebody political value team this.
772,Electronics-7406,Coupon,Food,9.96,2025-05-05,2025-11-09,909,Website,Adult year pass window leg agreement despite.
773,Fashion-7162,Discount,Travel,15.26,2025-04-08,2025-10-13,935,Website,Dog box medical dark enough.
774,Food-1393,Discount,Travel,44.36,2023-09-24,2024-03-18,449,Website,Deep girl crime road price.
775,Entertainment-3847,Discount,Travel,34.76,2024-08-09,2024-08-11,344,SMS,Heart successful foreign also black century here.
776,Entertainment-4159,Discount,Fashion,44.04,2023-12-30,2025-12-18,672,SMS,Stock pressure answer try.
777,Fashion-5661,LoyaltyPoints,Fashion,17.09,2025-03-18,2025-07-03,999,App,Several indicate still opportunity blood interest heart.
778,Entertainment-2549,Coupon,Travel,18.3,2023-08-30,2024-11-27,669,App,Break author crime certainly your try low human.
779,Travel-2164,Cashback,Food,18.78,2023-10-16,2025-11-04,369,SMS,From sea board sure whether.
780,Fashion-8675,LoyaltyPoints,Electronics,46.31,2023-09-07,2023-09-22,947,Website,Fire stuff per this information.
781,Fashion-9131,Coupon,Fashion,19.61,2023-10-23,2024-09-02,703,SMS,Piece stay home wind through lay small list.
782,Travel-8051,Coupon,Fashion,45.94,2024-12-23,2025-02-28,666,Email,Word have city officer seek including.
783,Entertainment-5546,Cashback,Travel,44.55,2025-03-24,2025-04-25,604,SMS,Professional vote whose enough mention.
784,Entertainment-2713,Discount,Travel,32.78,2025-05-03,2025-11-21,548,App,Process meeting however throw worry note job.
785,Electronics-6635,LoyaltyPoints,Food,27.44,2024-01-27,2024-03-20,954,App,Blue indeed phone bad increase interesting.
786,Food-8509,Coupon,Electronics,30.12,2024-05-28,2025-01-05,63,App,Laugh with another say leader.
787,Fashion-6707,Cashback,Entertainment,9.36,2024-10-14,2024-11-04,606,Website,Others eight chair there miss.
788,Fashion-6157,Cashback,Entertainment,23.47,2024-02-25,2025-11-01,268,SMS,Size somebody police final center compare.
789,Entertainment-6753,LoyaltyPoints,Entertainment,35.32,2023-08-03,2025-11-26,540,App,Structure candidate issue financial last financial.
790,Electronics-9321,Coupon,Food,5.15,2025-01-12,2025-05-01,609,SMS,Computer rather response dark should southern.
791,Travel-2270,Coupon,Entertainment,26.18,2023-12-25,2024-06-13,152,App,You size land leave summer media defense.
792,Travel-9480,Discount,Fashion,42.92,2024-01-02,2025-03-31,86,Email,Always address per young.
793,Food-3597,Coupon,Entertainment,9.22,2023-10-03,2024-04-13,486,App,Financial together animal forward can car garden.
794,Fashion-3564,Cashback,Food,16.02,2025-05-28,2025-08-25,457,Email,Hair part politics care on defense world.
795,Food-8587,LoyaltyPoints,Electronics,47.58,2024-02-12,2024-06-15,548,Email,Decide Mrs never ability half.
796,Electronics-3940,Cashback,Fashion,33.11,2023-08-11,2025-11-04,822,SMS,World news only whole meet need.
797,Fashion-8860,LoyaltyPoints,Electronics,39.55,2024-05-14,2025-05-20,999,Website,Reason high pretty.
798,Electronics-3717,Coupon,Entertainment,8.32,2023-10-06,2025-08-23,672,SMS,Strong break hard reveal remain.
799,Food-8209,LoyaltyPoints,Food,26.78,2025-01-03,2025-01-04,257,SMS,Cover range lay how wife.
800,Travel-2475,LoyaltyPoints,Electronics,18.1,2023-10-12,2024-05-08,320,App,Feel also Democrat him easy simple.
801,Travel-9662,Discount,Fashion,31.03,2023-08-17,2025-09-09,853,App,List one trade special these feel.
802,Fashion-6304,Coupon,Entertainment,46.7,2023-10-06,2025-12-27,506,Website,Hour why institution stop pass any step.
803,Travel-6487,Discount,Travel,22.48,2024-08-24,2025-05-06,528,Website,Close first very nature.
804,Food-9887,LoyaltyPoints,Entertainment,21.22,2025-06-05,2025-11-15,70,SMS,Record century along power significant set old.
805,Electronics-1906,Coupon,Food,10.66,2024-09-06,2025-04-22,484,SMS,Source authority risk world expect tax.
806,Travel-3151,Discount,Fashion,44.31,2023-11-14,2025-12-03,404,Email,Attorney before clear single concern performance.
807,Entertainment-2559,Cashback,Electronics,9.08,2023-07-23,2025-07-30,961,Website,Provide various grow.
808,Electronics-4105,Coupon,Entertainment,27.26,2024-04-11,2024-06-16,557,Website,Other maintain knowledge according before respond hundred.
809,Entertainment-7991,Discount,Fashion,10.08,2023-12-06,2025-06-19,778,Website,Plan box similar skin.
810,Fashion-6399,LoyaltyPoints,Food,27.41,2025-01-26,2025-10-19,345,Website,Word and about me capital.
811,Travel-8229,Coupon,Electronics,21.95,2024-01-09,2024-08-20,763,App,Money song Democrat all.
812,Entertainment-9225,Coupon,Travel,39.11,2024-12-17,2025-11-17,390,App,Than tree simply sort carry those.
813,Electronics-8676,Discount,Entertainment,30.05,2025-05-26,2025-11-15,399,Website,Take guy game reality task though.
814,Entertainment-1751,Coupon,Travel,38.13,2025-03-18,2025-05-18,267,Email,Mother network church.
815,Travel-4961,Cashback,Food,27.29,2024-09-03,2025-02-13,473,App,Adult drop citizen serious southern eye.
816,Fashion-8591,Cashback,Entertainment,9.09,2024-11-26,2025-08-30,257,Email,Big growth like wish prove hand.
817,Entertainment-4954,Discount,Electronics,49,2025-06-08,2025-08-10,465,SMS,Skill culture change able draw herself.
818,Travel-3962,Coupon,Travel,26.81,2023-09-07,2024-03-27,119,Website,Goal doctor fly social.
819,Fashion-3967,Coupon,Electronics,17.78,2025-05-31,2025-12-22,357,SMS,Quite ball tell me.
820,Entertainment-2172,Coupon,Electronics,24.11,2024-05-28,2025-05-10,562,Email,Million important series.
821,Food-6296,Discount,Electronics,40.16,2025-03-17,2026-01-05,331,App,Where administration well fly successful cover watch.
822,Fashion-2549,LoyaltyPoints,Food,48.62,2025-01-28,2025-08-26,681,App,Magazine pretty its rather recognize soldier civil.
823,Electronics-7790,Cashback,Entertainment,34.41,2023-10-26,2025-01-01,107,App,Other cover perform foreign effort environment region clear.
824,Entertainment-3873,Discount,Fashion,35.83,2025-05-29,2025-08-24,351,SMS,Level color character.
825,Entertainment-4881,Coupon,Entertainment,7.72,2024-02-18,2024-03-27,824,Email,Professional enough ready half production college worker leave.
826,Fashion-2743,LoyaltyPoints,Fashion,15.7,2023-09-24,2026-01-12,595,SMS,Option affect threat each wall now option but.
827,Travel-5362,Discount,Entertainment,48.98,2023-10-20,2024-01-23,102,App,Building number method.
828,Electronics-2649,Cashback,Food,9.57,2024-12-23,2025-01-20,555,Website,Democratic mind only Mrs believe.
829,Entertainment-6594,Coupon,Travel,17.97,2024-04-03,2024-08-28,162,Website,Fine consider own politics safe.
830,Electronics-5674,Coupon,Fashion,36.47,2025-03-10,2025-10-26,78,App,Prevent stage million those.
831,Food-6617,LoyaltyPoints,Entertainment,5.86,2023-08-23,2024-04-25,372,Email,What deal agree answer.
832,Travel-1404,Cashback,Electronics,6.82,2025-07-12,2025-11-21,684,Website,Serious force great recognize.
833,Travel-2423,Cashback,Electronics,18.14,2023-09-03,2024-05-28,434,Website,Which rule ground deal.
834,Food-7558,Coupon,Food,6.47,2024-08-10,2025-09-17,909,SMS,Into today current central themselves small style environmental.
835,Travel-6245,Discount,Fashion,32.16,2025-07-12,2025-12-23,656,App,Good beautiful entire bag.
836,Food-9232,Cashback,Fashion,43.68,2024-07-16,2025-12-23,432,Website,Land listen Republican.
837,Entertainment-4942,Discount,Food,24.84,2024-05-12,2025-12-18,941,Email,Of order goal forget notice why.
838,Electronics-7701,Cashback,Entertainment,7,2024-05-01,2025-08-10,903,Email,Writer decade act.
839,Entertainment-3942,LoyaltyPoints,Travel,42.46,2024-09-13,2024-10-04,448,Email,Current behavior person.
840,Fashion-4749,Cashback,Travel,10.98,2023-09-15,2024-03-16,124,Website,Determine teacher street rate moment.
841,Travel-4719,Coupon,Food,18.72,2023-10-28,2023-11-07,558,App,Or debate culture help for law one police.
842,Entertainment-4869,Discount,Travel,31.58,2023-10-03,2024-09-23,921,Email,Hour physical behavior unit small.
843,Entertainment-5487,Discount,Entertainment,29.92,2024-08-05,2025-02-12,799,Email,Include smile particularly subject science agreement.
844,Food-8392,Discount,Entertainment,40.35,2024-04-09,2025-01-17,958,Email,Military close most particularly performance near.
845,Travel-5386,Cashback,Entertainment,44.03,2024-11-17,2025-09-03,752,App,Require turn society summer.
846,Fashion-4088,LoyaltyPoints,Electronics,43.93,2024-05-22,2025-08-21,385,App,Ask both thought probably bring outside safe.
847,Travel-4813,Coupon,Electronics,34.35,2023-09-10,2025-05-03,387,App,Before police thing should light.
848,Electronics-2750,Coupon,Fashion,24.62,2024-02-06,2024-04-01,254,Email,Learn wonder grow happy wonder image her every.
849,Electronics-1038,Cashback,Travel,30.83,2023-09-17,2024-07-20,300,Email,Call hospital sense experience east.
850,Travel-4852,Coupon,Travel,36.71,2023-08-29,2023-09-13,642,Email,Open bit together require series finally.
851,Food-4907,Coupon,Food,6.37,2024-09-16,2025-08-01,692,App,Smile it general race peace operation how.
852,Travel-2074,Cashback,Fashion,41.48,2024-03-17,2025-05-26,257,Email,Conference own kind eat age.
853,Electronics-7160,Cashback,Travel,13.4,2024-01-17,2025-06-25,307,Email,Material role whatever interview raise product particularly.
854,Fashion-2087,LoyaltyPoints,Food,26.75,2025-04-12,2025-08-28,63,App,Dark put bag defense appear less.
855,Electronics-9434,Discount,Travel,43.37,2025-05-01,2025-10-11,545,App,From able difficult difference American room radio.
856,Electronics-1643,Coupon,Fashion,24.78,2024-08-04,2025-01-12,755,Email,Once contain center available investment space.
857,Food-3658,Discount,Travel,45.74,2025-04-22,2025-10-19,321,Website,Threat region choose question charge produce manage positive.
858,Travel-5204,Coupon,Entertainment,16.36,2023-09-01,2024-06-24,220,Email,American first seat during partner smile type.
859,Entertainment-4742,LoyaltyPoints,Food,25.97,2024-02-26,2025-04-23,690,Email,Sense area entire.
860,Food-6179,LoyaltyPoints,Fashion,15.93,2024-10-04,2025-02-13,360,SMS,Speech response why fall country.
861,Fashion-4334,Discount,Fashion,10.03,2024-06-29,2025-10-04,407,App,Capital politics remain program mind ahead religious field.
862,Food-4504,Coupon,Fashion,21.03,2023-12-27,2025-02-06,845,Email,Responsibility benefit network where.
863,Entertainment-4772,LoyaltyPoints,Travel,30.84,2023-08-30,2024-01-07,741,Website,Have shake home area wait above.
864,Fashion-3902,Cashback,Food,24.24,2024-07-13,2024-09-24,493,App,Century them enough candidate ground stock left foreign.
865,Fashion-5705,LoyaltyPoints,Electronics,12.02,2023-08-30,2023-11-16,282,Website,Type bring rest will agency last by.
866,Food-3791,Coupon,Entertainment,38.28,2025-04-17,2025-04-28,133,App,Walk performance since would lead manage call pick.
867,Electronics-5904,Discount,Fashion,37.19,2024-09-19,2024-10-27,188,Website,Magazine consumer institution camera control.
868,Food-7749,LoyaltyPoints,Travel,33.5,2024-09-08,2025-08-05,708,SMS,Beyond get PM police.
869,Travel-4941,Cashback,Electronics,31.25,2024-05-25,2024-06-22,799,Email,Operation trial dark.
870,Travel-4541,LoyaltyPoints,Travel,29.98,2023-10-17,2025-12-16,292,Email,Boy which American benefit war.
871,Travel-4663,LoyaltyPoints,Entertainment,12.09,2025-06-04,2025-07-16,763,Email,Agent range research require.
872,Entertainment-3896,LoyaltyPoints,Travel,36.61,2024-10-21,2024-12-10,957,Website,International watch kind final take if traditional sense.
873,Electronics-9217,Discount,Entertainment,8.51,2024-06-01,2025-11-17,582,App,Popular official task news take.
874,Entertainment-2515,LoyaltyPoints,Food,44.68,2024-08-12,2024-12-08,103,App,Guess painting PM.
875,Fashion-5217,Discount,Entertainment,44.95,2024-02-19,2025-04-05,331,Website,Discover first senior write.
876,Travel-4632,Coupon,Food,41.04,2024-07-28,2025-05-26,654,Website,Source time view series thing recognize.
877,Food-2524,Discount,Electronics,46.13,2024-10-05,2024-11-03,254,SMS,Edge since glass less improve our.
878,Travel-4553,LoyaltyPoints,Electronics,13.92,2024-04-27,2025-02-28,397,SMS,Water job politics leave thousand building necessary face.
879,Fashion-7562,Cashback,Food,41.47,2023-12-07,2025-06-10,138,App,Less leg throughout stage admit no everybody.
880,Fashion-1542,Cashback,Food,12.51,2024-07-14,2025-08-24,69,Website,Really million speak ball technology.
881,Fashion-6378,Cashback,Food,10.01,2024-08-23,2024-09-18,746,SMS,Draw suffer election coach hit yourself.
882,Electronics-1927,LoyaltyPoints,Fashion,37.83,2023-09-20,2025-07-09,427,Website,Game result son huge we common actually.
883,Food-5799,LoyaltyPoints,Travel,31.25,2024-12-31,2025-03-27,836,App,Generation sell window side kid partner.
884,Fashion-7985,Cashback,Travel,38.13,2024-10-04,2025-07-13,575,Website,Fact rather might quite executive.
885,Travel-4687,Coupon,Entertainment,32.25,2025-07-04,2025-09-10,168,SMS,Fast five method evidence issue yourself trip.
886,Travel-8004,Discount,Fashion,9.68,2024-01-02,2025-02-03,267,SMS,Suffer wish TV different light easy language.
887,Travel-5388,Discount,Entertainment,47.66,2023-12-29,2025-10-06,470,Email,Human step myself institution five institution.
888,Travel-3483,Cashback,Electronics,23.12,2023-10-07,2025-01-13,646,Website,Weight business peace less.
889,Travel-7013,LoyaltyPoints,Fashion,43.59,2023-09-06,2024-02-29,846,Email,Tv himself former interview southern.
890,Electronics-1561,LoyaltyPoints,Food,44.52,2024-10-25,2025-12-12,132,Email,School camera character case third.
891,Entertainment-2805,Discount,Food,33.77,2023-11-23,2024-12-10,684,Website,About bring often always product.
892,Food-3569,LoyaltyPoints,Food,14.63,2025-05-03,2025-05-17,181,Email,Do environmental couple material task yes.
893,Fashion-3932,Coupon,Fashion,36.64,2024-03-29,2025-07-25,351,SMS,Break skill space various.
894,Food-6918,Cashback,Travel,18.2,2024-01-07,2024-11-01,540,SMS,Night prevent market should.
895,Fashion-2076,Discount,Fashion,34.61,2025-01-29,2025-08-06,947,Email,Sort look agree line.
896,Food-5235,LoyaltyPoints,Travel,10.27,2024-12-14,2025-08-07,338,App,Remember material him Mrs identify hand.
897,Electronics-2796,Cashback,Electronics,14.03,2024-07-21,2024-10-03,562,App,Structure and impact back trial.
898,Electronics-2738,LoyaltyPoints,Travel,16.84,2025-06-16,2025-09-19,710,SMS,Significant current research recognize.
899,Fashion-8000,LoyaltyPoints,Food,30.95,2023-12-03,2024-07-22,366,Email,Lot billion power agreement movement American hospital.
900,Electronics-1899,Coupon,Food,27.14,2023-08-31,2025-10-29,71,Website,Church man her action.
901,Electronics-7724,Coupon,Fashion,20.35,2025-02-17,2025-05-25,117,Website,Sense performance site those break decision appear occur.
902,Fashion-6515,LoyaltyPoints,Fashion,42.68,2023-08-16,2024-01-28,231,Email,Then crime much type send admit.
903,Electronics-7448,Coupon,Entertainment,22.4,2025-07-13,2025-09-05,777,Email,Leg will company science.
904,Fashion-4393,Discount,Travel,44.75,2025-06-08,2026-01-17,314,Email,Lot help social win generation cut look.
905,Entertainment-2480,Discount,Entertainment,38.69,2024-02-19,2024-08-29,477,Email,President happy effect enough collection relate fire.
906,Electronics-8959,Cashback,Fashion,33.08,2024-05-23,2024-10-17,888,Email,Several something low group owner bank visit.
907,Travel-7332,Cashback,Electronics,26.82,2023-09-08,2024-07-19,470,Email,Challenge win similar professional.
908,Travel-4748,LoyaltyPoints,Food,5.14,2024-11-28,2024-12-06,299,Website,Leader close morning computer role.
909,Food-1057,Discount,Travel,49.39,2025-04-25,2025-12-30,513,App,Wonder between series perhaps grow policy probably.
910,Electronics-8280,Discount,Fashion,32.79,2025-02-15,2025-11-28,174,Website,In black or present and want might.
911,Electronics-5993,LoyaltyPoints,Fashion,26.13,2024-07-18,2024-08-23,265,Email,Listen positive year hold.
912,Fashion-8582,LoyaltyPoints,Entertainment,6.78,2023-12-29,2024-09-08,319,App,Management gun whether enough.
913,Entertainment-1401,LoyaltyPoints,Fashion,8.3,2023-11-19,2025-07-15,677,Website,Thank and direction value everything doctor large.
914,Fashion-6632,Cashback,Fashion,42.92,2024-04-26,2025-06-17,511,Website,Could become behavior black idea short marriage.
915,Food-7864,Cashback,Travel,16.48,2024-02-29,2024-02-29,259,Email,Throw meeting herself enjoy.
916,Entertainment-7783,Discount,Travel,8.96,2024-01-12,2024-02-26,183,SMS,From majority teach international up contain.
917,Travel-1942,Cashback,Travel,27.15,2024-12-26,2025-02-11,545,Website,Opportunity history significant.
918,Food-7017,LoyaltyPoints,Fashion,5.78,2023-11-02,2025-01-03,314,Website,Wonder goal ball production state.
919,Electronics-4492,LoyaltyPoints,Travel,25.04,2024-02-18,2024-04-07,354,App,Rate prove job true material always hard.
920,Fashion-7507,Cashback,Travel,26.22,2024-11-21,2025-04-18,515,Email,Body prove market probably relationship player there.
921,Fashion-5650,Coupon,Travel,17,2024-04-13,2024-11-16,353,Website,Inside with because unit management economic give.
922,Electronics-4092,LoyaltyPoints,Entertainment,19.56,2024-12-09,2024-12-14,532,SMS,Turn spring none.
923,Entertainment-1229,Cashback,Food,33.39,2025-07-17,2025-07-23,108,Email,Carry time production he picture.
924,Travel-9802,LoyaltyPoints,Entertainment,43.41,2024-04-22,2025-10-17,459,Website,Least subject alone imagine policy.
925,Travel-3259,Coupon,Travel,17.16,2025-06-02,2025-07-11,397,Email,Guy season indicate something as believe.
926,Food-8338,Cashback,Fashion,43.08,2025-05-26,2025-12-02,243,SMS,Forget Democrat girl bank item.
927,Fashion-5682,Cashback,Fashion,20.46,2025-07-12,2025-12-05,785,SMS,Development degree letter help.
928,Electronics-7277,Discount,Electronics,18.96,2024-05-02,2025-10-05,689,SMS,Size get trial certain issue rather.
929,Travel-8493,LoyaltyPoints,Travel,38.33,2023-12-09,2025-04-22,996,App,Still morning tonight director often.
930,Electronics-2958,Discount,Food,7.72,2024-04-11,2025-12-08,521,App,Hospital threat artist will.
931,Entertainment-2376,Discount,Food,6.29,2024-02-15,2024-08-10,680,Email,She knowledge attorney local first everybody.
932,Fashion-7005,Coupon,Travel,39.05,2024-12-02,2025-03-29,946,App,Next environment value guess yourself hair card develop.
933,Entertainment-4507,LoyaltyPoints,Fashion,18.34,2024-08-14,2025-10-29,423,SMS,Discuss face serve question get.
934,Food-2956,Cashback,Food,10.85,2024-05-01,2024-09-25,452,Email,Throughout worry anything space.
935,Food-6593,Cashback,Travel,12.49,2024-05-17,2025-07-23,176,App,Eat Congress early.
936,Travel-1032,Discount,Fashion,25.72,2025-04-08,2025-07-06,276,Website,Full like give future would hotel.
937,Food-6658,LoyaltyPoints,Electronics,13.87,2023-10-16,2025-06-15,804,App,Southern course popular receive information choice.
938,Travel-2790,Cashback,Entertainment,10.2,2023-07-28,2024-05-29,898,Email,Beautiful kitchen address ready every.
939,Fashion-1303,Coupon,Travel,38.96,2024-05-15,2024-10-31,199,SMS,Mother cold country world outside if.
940,Fashion-6605,Cashback,Entertainment,10.29,2023-12-19,2024-08-28,434,Email,Mean risk wonder environment institution course everything.
941,Entertainment-9871,Cashback,Fashion,34.2,2023-10-08,2024-12-21,975,Email,Affect get record may purpose adult order call.
942,Travel-7924,Discount,Entertainment,43.69,2025-01-12,2025-07-30,387,Email,Quite play run recent.
943,Entertainment-5359,Coupon,Entertainment,9.8,2025-02-12,2025-04-11,401,Email,Small truth when.
944,Travel-7752,Coupon,Electronics,5.14,2025-07-12,2026-01-08,109,App,Direction thousand difference investment would work suffer.
945,Entertainment-4132,Cashback,Food,29.48,2023-12-11,2024-11-20,380,Website,Of can member most.
946,Fashion-8198,Coupon,Entertainment,16.41,2024-07-31,2025-07-28,578,App,Admit current first create approach.
947,Food-9656,Coupon,Fashion,47.07,2024-09-06,2025-07-26,403,App,Letter know day left listen ability reflect.
948,Fashion-4406,LoyaltyPoints,Food,30.66,2023-10-31,2023-12-10,455,SMS,Science physical traditional role.
949,Food-9698,Coupon,Travel,48.85,2024-09-28,2025-02-17,878,Email,Choose kind available sure material force another.
950,Fashion-4777,Discount,Travel,26.39,2024-08-12,2025-03-22,436,SMS,Follow top heart character seven walk.
951,Fashion-4532,LoyaltyPoints,Food,36.46,2024-03-16,2025-12-12,299,Email,Whom trial personal move usually.
952,Food-9312,LoyaltyPoints,Fashion,27.88,2025-04-22,2025-09-08,664,Website,Mr government test drive find order example.
953,Travel-5078,Discount,Electronics,21.79,2023-11-08,2024-01-26,334,SMS,Entire trip interesting nor wind commercial work get.
954,Entertainment-2477,LoyaltyPoints,Food,14.49,2025-01-18,2025-06-01,462,Website,Strategy kind community.
955,Electronics-9647,LoyaltyPoints,Travel,31.96,2025-03-23,2025-04-09,951,Email,Situation side wear process cell continue.
956,Electronics-6405,Cashback,Entertainment,38.6,2025-04-21,2025-07-21,466,SMS,South he try begin education question she.
957,Electronics-8358,Discount,Electronics,11.33,2023-12-30,2025-12-20,593,Email,Attention hour program relate traditional however including young.
958,Food-5287,Discount,Fashion,19.77,2023-10-26,2024-08-09,966,Website,My above pay.
959,Food-1604,Discount,Entertainment,45.04,2024-01-25,2025-05-27,727,SMS,Source heart wife sell compare serve trade.
960,Electronics-4649,Cashback,Food,19.98,2025-01-27,2025-05-09,897,SMS,Stop house stuff strong strong specific.
961,Entertainment-8484,Discount,Electronics,48.78,2024-03-10,2025-12-01,949,SMS,Against laugh likely.
962,Travel-6257,Coupon,Fashion,18.25,2024-08-26,2024-10-21,483,App,Community outside purpose same nearly however.
963,Food-1016,Coupon,Electronics,20.9,2024-11-22,2026-01-14,197,Email,Bit window use blood rise report pretty same.
964,Travel-1652,LoyaltyPoints,Electronics,38.23,2024-03-07,2025-10-20,427,App,Career behind big meet message.
965,Entertainment-3104,Coupon,Fashion,45.44,2024-09-17,2025-09-03,344,Email,Either cost former little.
966,Travel-5792,Coupon,Food,22.31,2025-01-03,2025-07-12,291,SMS,Yet sound enough knowledge.
967,Food-1536,Coupon,Travel,23.22,2024-03-11,2024-12-07,492,App,Suddenly choice movie it majority myself study affect.
968,Travel-5735,Coupon,Travel,45.68,2024-05-31,2025-03-01,471,SMS,Say discover amount just peace PM skill.
969,Fashion-5644,Cashback,Travel,35.73,2024-02-20,2025-08-09,990,Email,None like relationship laugh year wait board.
970,Food-2888,Discount,Fashion,42.25,2023-12-14,2025-04-09,169,SMS,He because rule truth science century.
971,Food-7966,LoyaltyPoints,Food,42.65,2024-07-13,2024-09-25,545,SMS,She indicate away certainly drive.
972,Electronics-2581,Discount,Entertainment,22.75,2024-01-17,2024-06-27,919,Email,Environmental degree effort many.
973,Travel-1400,Cashback,Travel,47.39,2023-12-29,2024-02-05,843,Website,Back last call religious.
974,Travel-2453,Cashback,Travel,29.05,2024-10-01,2026-01-05,349,Email,Indeed food heavy.
975,Travel-2368,Cashback,Food,38.25,2024-09-29,2025-02-28,965,App,Food protect perhaps clearly military actually each future.
976,Entertainment-3276,LoyaltyPoints,Entertainment,5.55,2025-03-06,2025-04-27,766,Website,Real floor as trial economic activity leave world.
977,Food-3445,Discount,Entertainment,21.52,2023-10-02,2025-11-11,473,Email,Moment get agency international describe assume themselves.
978,Fashion-7116,Discount,Electronics,24.98,2023-09-30,2023-11-21,610,SMS,Relate future authority agreement energy.
979,Entertainment-6770,Coupon,Fashion,34.44,2025-01-29,2026-01-15,302,Website,Know lot church I after own learn.
980,Entertainment-3469,Discount,Travel,49.84,2023-11-08,2025-12-22,918,Website,May be whom.
981,Food-1874,Coupon,Fashion,28.95,2024-11-18,2025-01-22,851,App,Know need billion wear feeling prevent standard look.
982,Fashion-3497,Cashback,Electronics,7.12,2025-04-21,2025-11-03,998,Email,Impact upon she various nearly.
983,Travel-1761,Cashback,Food,28.46,2024-01-29,2025-10-04,852,Website,Attack major deal occur early beat once.
984,Entertainment-8073,LoyaltyPoints,Electronics,17,2024-11-03,2025-02-21,88,App,Tax indeed far image race such very.
985,Travel-8626,LoyaltyPoints,Electronics,25.4,2025-04-07,2025-05-28,679,Website,Style some give young leave.
986,Food-1040,LoyaltyPoints,Electronics,34.71,2023-10-13,2024-09-03,637,SMS,Provide wind point anyone leg sort.
987,Fashion-5238,LoyaltyPoints,Fashion,35.39,2023-08-24,2025-07-03,959,Email,Project current make instead.
988,Entertainment-1490,Coupon,Travel,30.02,2025-03-15,2025-08-31,52,Website,Community side rate with shoulder.
989,Entertainment-6595,Coupon,Entertainment,25.13,2024-03-23,2025-11-02,845,App,Around save response leave indicate beautiful here across.
990,Food-9484,Coupon,Travel,48.96,2024-11-26,2024-12-31,530,Email,Skill four history stay.
991,Fashion-3006,Cashback,Food,21.17,2025-06-03,2025-08-13,655,SMS,This state yourself.
992,Fashion-6088,Cashback,Travel,17.82,2025-03-03,2025-07-17,434,SMS,First myself say agree early.
993,Entertainment-5262,Discount,Food,14.98,2024-07-09,2025-07-03,567,Website,Know grow civil scene me form possible.
994,Fashion-7583,Discount,Travel,32.06,2023-10-21,2025-05-22,574,App,Evening edge hope require.
995,Travel-8732,Coupon,Travel,27.57,2024-09-17,2025-05-18,443,Email,Report lay interview relate word.
996,Travel-6998,Cashback,Electronics,41.01,2024-12-13,2025-11-24,338,Website,Good agreement political.
997,Electronics-3918,Coupon,Electronics,42.32,2024-09-11,2025-12-15,371,App,Yet perform high try ready civil.
998,Food-5306,LoyaltyPoints,Fashion,28.9,2025-05-31,2025-12-08,923,App,Ten increase chair approach manager.
999,Entertainment-5985,Coupon,Travel,46.06,2024-01-19,2025-12-14,454,Email,While right own note public claim notice.
1000,Travel-1726,Coupon,Electronics,30.6,2025-04-25,2025-07-24,753,App,Debate rich plant seem.
